CERE2025 PROGRAM OVERVIEW,,,,,,s,,
Tuesday 15th July,,,,,,,,
19:00,Welcome Reception at Bastille salle Lesdiguières,,,,,,,
,,,,,,,,
Wednesday 16th July,,,,,,,,
8:30-09:30,Registration & poster set up (and coffee ;-),,,,,,,
09:30-9:45,Opening remarks,,,,,,,
9:45-10:45,Amphi 1: Keynote Speaker   ,,,,,,,
,Steven Heine,,,,,,,
611498,Behavioural and neurophysiological correlates of enhanced L2 emotional vocabulary through targeted instruction,,,"Bermúdez Margaretto Beatriz, Pérez García Elisa, Trujillo Trujillo Cristian Camilo, Fernández Ángel, Sánchez Manzano María Jesús",,1,,
618057,"Odor-evoked affective responses: integrating fMRI, behavioral, olfactory, and psychometric data",,,"Salagnon Mathilde, Delplanque Sylvain, Vuilleumier Patrik, Sander David",,1,,
618358,How does thinking more positively change our brain?,,,"Shi Chunyan, Wirsich Jonathan, Chen Zile, Vuilleumier Patrik",,1,,
618627,Religious-Dependent Neural Synchronization,,,"Zvi Yohay, Kerem Nitai, Yeshurun Yaara",,1,,
618988,"Emotional Vocal Instructions: Task Performance, Neural Processing, and Recognition Accuracy in Different Cultures",,,"Zdanovica Anita, Trinite Baiba, Skilters Jurgis, Nakatani Chie",,1,,
,,,,,,,,
Emotions and social relations 1 - Chair: Manuela Mura ,,,,,,,,
617838,Prosodic Alignment and Individual's Speech Patterns as Predictors of Social Interaction Quality,,,"Aviv Eldad, Ravreby Inbal, Yeshurun Yaara",,1,,
617950,The Effect of Guilt and Shame on Construal Level and Psychological Distance,,,"Marié Vincent, Alexopoulos Théodore",,1,,
618689,Preferred and inferred empathic accuracy strategies between romantic partners,,,"Goldberg Juli, Eyal Tal",,1,"Goldberg Juli, Eyal Tal",
613839,Exploration of students' use and development of emotion skills in biomedical science lab learning,,,Mura Manuela,,1,,
618017,Subjective valuation from individual decision-making to joint action,,,"Navare Uma, Belkaid Marwen",,1,,
,,,,,,,,
618447,Emotions in Daily Life: Interpersonal Perspectives Across Contexts and Cultures - Chair: Davide Pirrone,,,,,,,
618447#1,Emotions in Intimate Relationships: A Cross-Cultural Perspective on Couples' Emotion Profiles and Partners' Well-being,,,"Pirrone Davide, Schouten Anna, Ceulemans Eva, Mesquita Batja, & Verhofstadt Lesley",,1,,
618447#2,Exploring the heterogeneity in depression through an interpersonal lens: The role of value attached to agency and communion,,,"Kalkan-Cengiz Rana B., Verhees Martine, Sels Laura, Kuppens Peter",,1,,
618447#3,Feasibility of a novel open question design to assess dyadic events in daily life: a daily diary study,,,"Carlier Chiara, Kuppens Peter, Ceulemans Eva",,1,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Thursday 17th July,,,,,,,,
09:00-09:30,Registration & poster set up,,,,,,,
09:30-10:30,Amphi 1: Keynote Speaker,,,,,,,
,Agnes Moors,,,,,,,
10:30-11:00,Coffee break,,,,,,,
11:00-12:15,per speaker: 12min talk + 2min questions + 1min speaker change + 15min discussion,,,,,,,
,Room: amphi 6,Room: amphi 3,Room: amphi 4,Room: amphi 5,,,,
,Emotion Across Cultures   Chair: Dominik Guess,Life Satisfaction and Well-Being   Chair: Sarah Steffgen,"612572 Symposium New Insights into the Interplay between Emotion and Motivation: Responding, Resisting, and Regulating Emotions and Affect - Chair: Julia Vogt",617549 Symposium A Developmental Perspective on Emotion: Emotional Expression from Infancy to Adolescence - Chair: Nikolic Milica,,,,
11:00,"603602 Kamiloglu Roza - When to Laugh, When to Cry: Display Rules of Nonverbal Vocalisations Across Four Cultures",617515 Steffgen Sarah Teresa - Emotion regulation styles and life satisfaction in families: A triadic actor-partner interdependence model,"Falk Johanna R. - Affective Influences, Task Choice, and Effort: Insights from Cardiovascular Responses",Suata Zeynep M. - Developmental changes in infant affect dynamics during an emotion-eliciting task,,4,,
11:15,608362 Guess C. Dominik - Positive Emotions as Foundation of Mindfulness and Creativity Across Cultures,"618619 Mignolli Giada - Emotion Regulation Flexibility Questionnaire (ERFQ): Italian Validation, Invariance, and Additional Insights into Related Constructs",Bernecker Katharina- High Self-Control Individuals Prefer Meaning over Pleasure,Folz Julia - Affect dynamics during social interactions in early childhood: The role of maternal stress,,4,,
11:30,617824 Cochez Anouck - How does explicit acculturation affect emotional acculturation over time?,613828 Liu Jinrui - Hedonism vs. Emotional Need Satisfaction: Folk Values and Their Relationship to Well-being,Hu Danfei - The (In)efficacy of Effort in Emotion Regulation in Depression,Von Wulffen Clemens - Visual production of emotions: A drawing and rating study,,4,,
11:45,Discussion,619153 Yeung June - Is it okay to feel bad? A cross-national investigation of actual-ought discrepancies in negative emotions and their impact on well-being,Vogt Julia - “It could be so much worse?!”: The Benefits of Perspective Broadening Depend on Emotion Regulation Abilities,Nikolic Milica - Cross-cultural emotions reconsidered: the spontaneous production of emotions across age in Japan and the Netherlands,,4,608725 Rami Gabriel - Role of Affect in Imaginative Culture and Belief,
12:00,Discussion,Discussion,Discussion,Aktar Evin - Parent‐to‐child transmission of stranger anxiety via verbal information,,2,,
12:15-13:15,Lunch,,,,,,,
13:15-14:30,per speaker: 12min talk + 2min questions + 1min speaker change + 15min discussion,,,,,,,
,Room: amphi 3,Room: amphi 5,Room: amphi 4,Room: amphi 6,,,,
,Reading Faces: Individual and Social Skills   Chair: Karen Lander,Well-Being Across Cultures & Contexts   Chair: Bronagh Allison,Cognitive and Emotional Regulation Mechanisms   Chair: Janice Sanchez,"618030 Symposium The Science of Awe: Nuances, Correlates, and Transformative Potential - Chair: Bihui Jin",,,,
13:15,607843 Lander Karen - Individual differences in face emotion recognition ability: Exploring socio-emotional functioning,618684 Güven İlke Nur - AI as a Social Agent: The Influence of ChatGPT Interactions on Psychological Well-Being,619001 MacCann Carolyn - Associations Between Affect-Worsening Extrinsic Emotion Regulation Strategies and Relationship Quality Across a Two Year Period,Tunc Ece - Awe Enhances the Sense of Immeasurability,,4,,
13:30,618941 Gupta Siddhima - Activating the social processing mode during visual search: the additional singleton paradigm,618899 Yurdum Lidya - Emotional responses to music across cultures and individuals,610145 Cheah Winnie - The Role Of Fear And Worry In Predicting Climate Change Mitigation Behaviour Among Flood Victims,Jin Bihui- Basic Human Values and the Transformative Effects of Awe,,4,,
13:45,"608463 Malinowski Paweł - The Categorization of Reward, Affiliative, and Dominance Smiles: The Role of Smile Conceptualization and Dynamics",619209 Allison Bronagh - Gossip face: A response to social context or inner felt states?,"618883 Wyczesany Mirosław - Out of Sight, Still in Mind: The Role of Cognitive Control in Implicit Emotion Regulation",Zhao Chenxiao - Exploring the Dual Nature of Awe: Effects of Positive- and ThreateningAwe on Self-Transcendent Experiences,,4,,
14:00,616721 Mas Marine - The Role of Executive Function and Emotional Salience in Alexithymia: Insights from Inhibitory Performance,Discussion,619183 Sanchez Janice - Inter- and Intrapersonal Emotion Regulation of Envy and Sadness at Work,Patterson Ruairi - Associations between Tendency to Experience Awe and Narcissistic  Rivalry,,3,,
14:15,Discussion,Discussion,Discussion,Gocłowska Gosia - How do People Perceive and React to Awe-Prone Individuals?,,1,,
14:35-15:35,Poster session (23 posters),,,,,,,
,"Emotion Regulation 2 ― HCI/AI and Emotion ― Emotion, Psychophysiology, Multimodality ― Politics and Emotion ― In sync or not: What are the correlates of physiological synchronicity?",,,,,,,
15:35-16:05,Coffee break,,,,,,,
16:05-17:20,per speaker: 12min talk + 2min questions + 1min speaker change + 15min discussion,,,,,,,
,Room: amph 6,Room: amphi 7,Room: amphi 3,Room: amphi 5,Room: amphi 4,,,
,Social and emotional dynamics in human interactions    Chair: Birgit Koopmann-Holm,Sensing Emotions   Chair: Alexandra Durfee,619239 Symposium Rethinking the Relationship Between Emotional Mimicry and Emotional Contagion: Revisiting Theoretical Models and Empirical Evidence - Chair: Heidi Mauersberger ,614278 Symposium We still need to know more about how emotions and social context interact in driving facial activity - Chair: Arvid Kappas,"612180 Symposium Intrapersonal and Interpersonal Emotion Regulation: Mechanisms, Cultural Perspectives, and Practical Applications - Chair: Sarah A. Walker",,,
16:05,614931 Rychlowska Magdalena - Measuring group- and dyadic-oriented friendship styles,"607921 Adamczyk Anastazja - Does emotion modality matter? Matching colours to faces, voices, and words representing the same 17 emotions.",Wołoszyn Kinga - Smiling more to social sounds? Sighted and blind individuals show greater zygomaticus activity to positively valenced human vocalization than to comparably valenced instrumental sounds,Fernández-Dols José-Miguel - Are facial expressions context? Putting the baby in the water,Walker Sarah A. - Situational Influences on Interpersonal Emotion Regulation Strategies Among Romantic Partners,5,,
16:20,620848 Zitouni Abir - Bridging the Gap: SEL Implementation in U.S. and European Higher Education,611934 Martynova Ekaterina - Positivity and Negativity Biases in Emotional Word Processing,Olszanowski Michal - How do you feel me when you don't see me? The role of visual contact in emotional mimicry and contagion during online simulated interactions,Kappas Arvid - Let’s get to down to business. Putting theories on facial behavior into motion,Polias Shayne G. - Interpersonal Emotion Regulation Across Cultures: Exploring Its Impact on Well-Being and Social Dynamics ,5,,
16:35,618561 Koopmann-Holm Birgit - Wanting to Avoid Feeling Negative: A Barrier to Becoming Anti-Racist,"617625 Jeanningros Alice - Quantifying altered emotion detection of joy, sadness and disgust on overweight faces: preliminary results",Kafetsios Konstantinos - Testing the mimicry – emotion contagion relationship: Findings from a contextualized emotion perception assessment,Hess Ursula - The impact on social norms and expectations on emotional mimicry,Chen Yuhui - Daily-Life Benefits of Interpersonal Affect Improvement: An Ecological Momentary Assessment Study of Depression and Healthy Controls,5,,
16:50,615180 Segbert Lisa-Marie - Grossly Misjudged: Are Stereotypes a Consequence of Distinctiveness Within the Behavioral Immune System?,618567 Durfee Alexandra - Comparing past and present affective aprosodia taxonomies to improve communication rehabilitation after right hemisphere stroke,Lampert Oliver - Two sided emotions: How ambiguous faces and social context shape emotional mimicry and contagion,"Nelson Nicole - Expressive behaviour varies based on who you’re with, and how close you feel to them",Tornquist Michelle - Assessing the impact of a four-week cognitive reappraisal and integrative emotion regulation intervention on goal attainment,5,,
17:05,Discussion,Discussion,Mauersberger Heidi - When smiles don't fit: How knowledge about intent shapes emotional contagion and emotional mimicry,Heesen Raphaela - A cross-cultural investigation of the impact of social context on human emotional face and hand movements in Uganda and the UK,López-Pérez Belén - Interpersonal Emotion Regulation as an Intervention: Can Making Others Feel Better Improve Our Own Well-Being?,3,,
17:30-18:30,CERE's Business Meeting in room: amphi 6,,,,,,,
19:00,GALA DINNER - Stade des Alpes,,,,,,,
,,,,,,,,
DAY 2 - 17.07.25 ,,,,,,,,
Poster groups’ presentations in the Galerie des amphis,,,,,,,,
14h50-15h50,,,,,,,,
,,,,,,,,
Emotion Regulation 2 - Chair: Emma Rolland-Carlichi,,,,,,,,
611123,Exploring Emotion Regulation through the Integration of ER Flexibility and ER Skills Models: A Network perspective,,,"Rolland-Carlichi Emma, Baeyens Céline, Bortolon Catherine",,1,,
611837,"Is it easier to reduce your sadness or disgust? On the effectiveness of emotion regulation as an effect of strategy used, emotion and HRV",,,"Kobylińska Dorota, Mituniewicz Julian",,1,,
617304,Bridging Cognitive Control and Emotion Regulation: New Findings from Meta-Analyses,,,"Schulze Katrin, Mueller Ilka, Holt Daniel V., Putz Sam, Barnow Sven, Pruessner Luise",,1,,
619030,FEEL the Difference: Concurrent and Prospective Validity of Emotion-Specific Regulation Strategies,,,"Van Bockstaele Bram, Soenens Bart, Prinzie Peter",,1,,
617322,Emotion recognition in Mild Cognitive Impairment (MCI): The role of face processing and emotional intelligence.,,,"Mahadevan Rachana, Giesers Naomi, Liman Thomas, Witt Karsten, Hildebrandt Andrea, Roheger Mandy",,1,,
,,,,,,,,
HCI / AI and Emotion - Chair: Eva Naumann,,,,,,,,
607844,Emerging Trends in Anxiety Sensitive Artificial Intelligence,,,Vanhée Loïs,,1,,
611011,Too Real to Feel? Examining Avatar Realism in Digital Emotion Regulation Training,,,Naumann Eva,,1,,
611486,A Gamepad-based Interface for Continuous Real-Time Emotion Tracing,,,"Pathak Divya, Srinivasan Narayanan",,1,,
615576,Transformative Learning and Artificial Intelligence: Emotions as Catalysts for Learning Processes,,,Heidelmann Marc-André,,1,,
,,,,,,,,
"Emotion, Psychophysiology, Multimodality - Chair: Alessandra N. C. Yu ",,,,,,,,
608001,Comparing Theoretical Models of Co-Occurring Emotions Using Multi-Modal Time Series Data,,,"Küppers Sebastian, Lange Jens",,1,,
619086,The Role of Awareness in Unconscious Emotional Processing: Evidence from CFS and SCR Responses,,,"Gonul Turkmen Selen, Booth Robert",,1,,
619881,Can Optical Heart Rate Measurement Track Emotional Processes in Children? Evaluating the Link Between Photoplethysmography and Emotional Processes in Preschool Children,,,"Lorusso Sonja, Nischak Pablo, Diebold Tatiana, Burkhardt Bossi Carine, Harel Ori, Pruessner Jens, Perren Sonja",,1,,
616639,"I React to Bodies but not Faces, Replication and Extension of Aviezer et al., 2012",,,"Pillaud Nicolas, Chassaing-Monjou Clément, Cottin Adèle",,1,,
608852,Mood modulations of affective word processing: a predictive perspective of encephalographic data,,,"Kopaeva Ekaterina, Blomberg Johan, Roll Mikael",,1,,
618508,The Human Affectome,,,Yu Alessandra N. C.,,1,,
,,,,,,,,
Politics and Emotion - Chair: Katherine Aumer ,,,,,,,,
610945,Perceived Threat as a Driver of Hate: Lessons from the 2024 U.S. Election in a Global Context,,,Aumer Katherine,,1,,
618816,The Hidden Cost of Psychological Threat: How Economic Stress Fuels Emotional Suppression and Undermines Well-being,,,"Valor Segura Inmaculada, Alonso Ferres María, Guzmán María Teresa",,1,,
618906,Climate change and hope ratings modulate valence and arousal ratings of emotional images,,,"Plonski Paul, Durgin Frank",,1,,
614678,The Role of Emotion in Updating Expectations for the Distant Future,,,"Orphal Lara, Pinquart Martin",,1,,
,,,,,,,,
618540,In sync or not: What are the correlates of physiological synchronicity? - Chair: Hedwig Eisenbarth,,,,,,,
618540#1,To synchronise or not to synchronise? Investigating physiological synchrony in emotional performances,,,"Goldsack Roydon, Hyland Nicola & Eisenbarth Hedwig",,1,,
618540#2,"Task switching during nonverbal interactions promotes cardiac synchrony, while social anxiety reduces it. Considering the role of reciprocal attention in physiological synchrony",,,"Boukarras Sarah, Placidi Valerio, Rossano Federico, Era Vanessa, Aglioti Salvatore Maria & Candidi Matteo ",,1,,
618540#3,Partner stress decreases cardiac synchronization in romantic couples,,,"Denk Bernadette F., Meier Maria, Ocklenburg Sebastian, Packheiser Julian, Wienhold Stella, Volkmer Nina, Gaertner Raphaela J., Klink  Elea S.C., Dimitroff Stephanie J., Benz Annika B.E. & Pruessner Jens C. ",,1,,
618540#4,"Harmful to Relationships, Helpful in Adversity: The Nuanced Role of Psychopathic Traits in Partner Support, Stress and Physiological Synchronisation",,,"Hissey Aaron, Hammond Matt & Eisenbarth Hedwig ",,1,,
,,,,,,,,
,,,,,,,,
CERE2025 PROGRAM OVERVIEW,,,,,,,,
Friday 18th July,,,,,,,,
09:00-09:30,Registration,,,,,,,
09:30-10:30,Amphi 1: Keynote Speaker,,,,,,,
,José-Miguel Fernández-Dols,,,,,,,
10:30-11:00,Coffee break,,,,,,,
11:00-12:15,per speaker: 12min talk + 2min questions + 1min speaker change + 15min discussion,,,Room:,,,,
,Room: amphi 3,Room: amphi 5,Room: amphi 4,,,,,
,What New Technologies Have To Offer the Science of Emotions   Chair: Jens Lange,Exploring emotional dynamics   Chair: Fernando Tonini,618574 Symposium Make a move: What body motion can tell us about emotion – or not - Chair: Johannes Keck ,,,,,
11:00,615146 Lange Jens - Investigating the social functions of emotions with agent-based modeling: The case of envy,"610510 Tonini Fernando - Valence, Arousal, and Dominance in Obese and Post-Treatment Groups Exposed to Food Stimuli ",Keck Johannes - The role of the Action Observation Network in perceiving affective body movements,,,3,,
11:15,619102 Hollis Anna - AI and Autism: Assessing the Accessibility and Bias in Digital Companions,619069 Baran Hasan Deniz - Feelings of Distant Past: Emotionally Saturated Autobiographical Memories of Shame and Pride,Crowley-de Thierry Liam - Differential Effect of Form and Motion Cues on the Perception of Emotion from Gait,,,3,,
11:30,619112 Sağlam Büşra - Exploring Digital Emotion Culture: A Walkthrough of Emotional Affordances on Social Media Platforms,617395 Basu Sweta - Reliability of measuring metacognition of emotions,Hyland Nicola - Making sense of what we can't see: performing emotion from a Māori lens,,,3,,
11:45,619032 Kaiser Jakob - Emotional Side of Innovation: What Shapes Our Hopes and Fears About New Technologies?,619061 Besson Théo - Moderation of Evaluative Conditioning by Emotional Processing Indicators,"Eisenbarth Hedwig - Moving closer: How physical distance varies with feelings of closeness, facial mimicry and psychopathic personality",,,3,,
12:00,Discussion,Discussion,Discussion,,,0,,
12:15-13:15,Lunch,,,,,,,
13:15-14:30,per speaker: 12min talk + 2min questions + 1min speaker change + 15min discussion,,,,,,,
,Room: amphi 3,Room: amphi 5,Room: amphi 4,,,,,
,(Re)Appraisal Dynamics and Strategies   Chair: Andero Uusberg,611925 Symposium Innovative methods to study emotion dynamics in daily life - Chair: Marieke Schreuder ,615845 Symposium: Emotion Regulation in the Lab and in Everyday Life - Chair: Shimrit Daches ,,,,,
